ID	ACCESSION-2	Start	End	strand	Chromosome
NCU10861	NCU10861.7	32715	34486	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02073	NCU02073.7	1459392	1460486	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11763	NCU16856.7	3858334	3858934	-	supercont10.4 of Neurospora crassa (OR74A)
NCU12053	NCU17161.7	3072519	3073345	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00491	NCU00491.7	4042059	4042618	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00659	NCU00659.7	7656228	7657499	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08213	NCU08213.7	4655560	4656093	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08224	NCU08224.7	4686741	4687494	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01119	NCU01119.7	2960136	2962847	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06673	NCU06673.7	4208568	4209926	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11911	NCU16539.7	653960	655756	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00742	NCU00742.7	7360935	7362865	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06994	NCU06994.7	4817009	4819646	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05534	NCU05534.7	1595283	1596445	+	supercont10.6 of Neurospora crassa (OR74A)
NCU08556	NCU08556.7	4933356	4935818	-	supercont10.3 of Neurospora crassa (OR74A)
NCU10144	NCU10144.7	4755823	4757673	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11786	NCU05183.7	4673483	4674725	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09092	NCU09092.7	829362	831629	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05279	NCU05279.7	5486457	5487850	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06839	NCU06839.7	1806207	1808029	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08282	NCU08282.7	2554440	2555469	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04475	NCU04475.7	3232285	3233734	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05818	NCU05818.7	323965	325525	-	supercont10.7 of Neurospora crassa (OR74A)
NCU07232	NCU07232.7	6162382	6163503	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05692	NCU05692.7	523808	524636	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04502	NCU04502.7	3156117	3157381	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02486	NCU02486.7	2481601	2483494	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02495	NCU02495.7	2514112	2516113	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04232	NCU04232.7	5295144	5297418	-	supercont10.5 of Neurospora crassa (OR74A)
NCU11570	NCU16492.7	8876110	8877138	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11606	NCU16960.7	1367193	1368067	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07492	NCU07492.7	423886	427797	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08292	NCU08292.7	2514518	2517379	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09868	NCU09868.7	1851911	1852544	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00397	NCU00397.7	3716245	3717413	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07833	NCU07833.7	1016388	1016800	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00175	NCU00175.7	2902309	2903859	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08391	NCU08391.7	5501477	5504097	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04737	NCU04737.7	622662	624926	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02660	NCU02660.7	3098835	3100304	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05634	NCU05634.7	1253396	1259071	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11790	NCU05166.7	5054699	5055272	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00487	NCU00487.7	4027570	4028836	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09210	NCU09210.7	5849601	5852150	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00347	NCU00347.7	3535593	3537396	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06301	NCU06301.7	2988423	2989218	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06271	NCU06271.7	2142399	2145828	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11816	NCU16638.7	96903	98976	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08502	NCU08502.7	3435456	3437315	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02376	NCU02376.7	1542525	1544132	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05032	NCU05032.7	3987088	3988608	+	supercont10.6 of Neurospora crassa (OR74A)
NCU03577	NCU03577.7	168919	170353	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09896	NCU09896.7	3992986	3994100	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03846	NCU03846.7	2766824	2769514	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07688	NCU07688.7	2226145	2230623	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01777	NCU01777.7	2475436	2479165	+	supercont10.2 of Neurospora crassa (OR74A)
NCU03476	NCU03476.7	562861	563629	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06792	NCU06792.7	1926741	1928230	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05490	NCU05490.7	1751426	1752404	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00878	NCU00878.7	6887780	6888674	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06549	NCU06549.7	1605193	1607165	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03207	NCU03207.7	4907299	4909116	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02720	NCU02720.7	3310985	3315058	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04915	NCU04915.7	719624	721029	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04397	NCU04397.7	3495637	3497711	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07289	NCU07289.7	4508624	4510831	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00198	NCU00198.7	2975400	2976464	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05790	NCU05790.7	417911	421732	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02340	NCU02340.7	1398522	1399656	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04650	NCU04650.7	1336715	1340673	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02761	NCU02761.7	3465995	3467327	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00812	NCU00812.7	7078264	7079781	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01760	NCU01760.7	2524294	2527296	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07864	NCU07864.7	1151850	1153613	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04467	NCU04467.7	3260180	3261643	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00272	NCU00272.7	3248301	3251719	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03273	NCU03273.7	5146615	5150576	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03357	NCU03357.7	987149	990764	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02071	NCU02071.7	1462796	1463885	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05122	NCU05122.7	3679456	3680306	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06159	NCU06159.7	2652184	2654185	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08682	NCU08682.7	4121342	4126888	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05100	NCU05100.7	3742847	3743593	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09129	NCU09129.7	5439572	5440551	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07164	NCU07164.7	6378097	6379103	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03870	NCU03870.7	2664527	2669433	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01980	NCU01980.7	1789735	1791252	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03769	NCU03769.7	2356604	2358407	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03133	NCU03133.7	4674954	4676619	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11843	NCU16673.7	2462554	2466733	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07867	NCU07867.7	1166127	1166847	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06482	NCU06482.7	1563325	1565833	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03940	NCU03940.7	2444292	2445836	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02118	NCU02118.7	1197938	1199468	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01374	NCU01374.7	3810482	3811543	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11302	NCU06105.7	2469126	2472024	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00152	NCU00152.7	2795493	2800772	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06370	NCU06370.7	2757666	2758899	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05924	NCU05924.7	3456057	3457175	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11266	NCU03991.7	2267671	2269456	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02676	NCU02676.7	3167162	3168630	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08210	NCU08210.7	4648490	4649239	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05755	NCU05755.7	533611	534486	+	supercont10.7 of Neurospora crassa (OR74A)
NCU10010	NCU10010.7	1782698	1784147	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03770	NCU03770.7	2359466	2361521	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04766	NCU04766.7	733063	739972	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00663	NCU00663.7	7649337	7650583	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04608	NCU04608.7	1522231	1524693	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05074	NCU05074.7	3825671	3827131	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11971	NCU17283.7	144174	144645	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05015	NCU05015.7	4064967	4066174	+	supercont10.6 of Neurospora crassa (OR74A)
NCU07590	NCU07590.7	164440	166785	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06491	NCU06491.7	1609988	1611227	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06452	NCU06452.7	1455995	1457515	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00034	NCU00034.7	2356311	2357859	+	supercont10.3 of Neurospora crassa (OR74A)
NCU10344	NCU10344.7	342337	344310	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11305	NCU11305.7	81192	82061	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02451	NCU02451.7	2123072	2124145	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05227	NCU05227.7	5686820	5688002	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11933	NCU16562.7	2884746	2885529	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00987	NCU00987.7	6483254	6484996	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03914	NCU03914.7	2507880	2510868	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01317	NCU01317.7	3641695	3642893	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07783	NCU07783.7	314809	315651	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05863	NCU05863.7	155326	156985	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00071	NCU00071.7	2510018	2510856	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00618	NCU00618.7	7817910	7819305	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00699	NCU00699.7	7502129	7504213	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02031	NCU02031.7	1623597	1626629	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06843	NCU06843.7	1784331	1786532	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03689	NCU03689.7	2086064	2086636	+	supercont10.5 of Neurospora crassa (OR74A)
NCU10881	NCU02575.7	2779878	2780835	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05824	NCU05824.7	306606	307307	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00194	NCU00194.7	2949981	2952021	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01697	NCU01697.7	2692905	2694588	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08671	NCU08671.7	4154323	4155854	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08024	NCU08024.7	3954054	3956059	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09466	NCU09466.7	4371194	4372916	-	supercont10.2 of Neurospora crassa (OR74A)
NCU10185	NCU10185.7	726475	727975	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00850	NCU00850.7	6961938	6962857	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01483	NCU01483.7	3345023	3346189	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00634	NCU00634.7	7746371	7747741	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08927	NCU08927.7	5733769	5735343	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07713	NCU07713.7	2109841	2110995	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02260	NCU02260.7	1106063	1107861	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00874	NCU00874.7	6895559	6900936	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01000	NCU01000.7	2646428	2648870	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09260	NCU09260.7	9372823	9374295	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07985	NCU07985.7	3804508	3807132	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11583	NCU16920.7	123876	126548	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03682	NCU03682.7	2055181	2056753	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03972	NCU03972.7	2345971	2348154	-	supercont10.6 of Neurospora crassa (OR74A)
NCU09329	NCU09329.7	4210876	4212628	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11397	NCU08980.7	4124180	4126613	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06475	NCU06475.7	1541604	1542567	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05785	NCU05785.7	435025	438008	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11186	NCU11186.7	8051171	8052303	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02943	NCU02943.7	8625793	8628084	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07203	NCU07203.7	6253124	6254133	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04040	NCU04040.7	2099327	2100738	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00480	NCU00480.7	4003903	4009231	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07255	NCU07255.7	4612495	4615557	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09468	NCU09468.7	4377608	4380245	+	supercont10.2 of Neurospora crassa (OR74A)
NCU10027	NCU10027.7	9759597	9762612	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08227	NCU08227.7	4697020	4698563	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00112	NCU00112.7	2653492	2656271	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04192	NCU04192.7	5158527	5160673	+	supercont10.5 of Neurospora crassa (OR74A)
NCU10789	NCU10789.7	2760976	2763885	-	supercont10.1 of Neurospora crassa (OR74A)
NCU12039	NCU12039.7	2380196	2381682	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06759	NCU06759.7	2033409	2035783	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07017	NCU07017.7	4920186	4921834	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01311	NCU01311.7	3604976	3607644	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04672	NCU04672.7	1240288	1242044	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01549	NCU01549.7	3111659	3116038	-	supercont10.2 of Neurospora crassa (OR74A)
NCU04573	NCU04573.7	1636913	1637919	-	supercont10.5 of Neurospora crassa (OR74A)
NCU11931	NCU01658.7	1541772	1543184	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02040	NCU02040.7	1587862	1589691	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04889	NCU04889.7	642261	643715	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09005	NCU09005.7	4193578	4196123	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05522	NCU05522.7	1628069	1629159	+	supercont10.6 of Neurospora crassa (OR74A)
NCU07994	NCU07994.7	3838105	3839650	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02231	NCU02231.7	997793	999064	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02150	NCU02150.7	1074711	1077175	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04619	NCU04619.7	1463504	1465169	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06561	NCU06561.7	1634872	1637159	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03803	NCU03803.7	2464552	2466286	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09639	NCU09639.7	19910	21754	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04438	NCU04438.7	3360842	3361872	+	supercont10.4 of Neurospora crassa (OR74A)
NCU10853	NCU10853.7	1181809	1186013	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07181	NCU07181.7	6316011	6317526	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08287	NCU08287.7	2536778	2542873	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01146	NCU01146.7	3020340	3022000	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04070	NCU04070.7	1994675	1995677	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06422	NCU06422.7	1350693	1352704	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11270	NCU04031.7	2126436	2127522	+	supercont10.6 of Neurospora crassa (OR74A)
NCU07991	NCU07991.7	3829594	3831257	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06026	NCU06026.7	2205094	2207070	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06866	NCU06866.7	3680420	3682067	+	supercont10.7 of Neurospora crassa (OR74A)
NCU11765	NCU16859.7	3916595	3917938	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03131	NCU03131.7	4667293	4668895	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02515	NCU02515.7	2584780	2587768	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07005	NCU07005.7	4865227	4866628	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02223	NCU02223.7	974412	977505	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03080	NCU03080.7	4477812	4479732	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00819	NCU00819.7	7061882	7062927	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03695	NCU03695.7	2103791	2105939	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04366	NCU04366.7	3621474	3622407	-	supercont10.4 of Neurospora crassa (OR74A)
NCU10477	NCU10477.7	1251217	1252410	-	supercont10.6 of Neurospora crassa (OR74A)
NCU05789	NCU05789.7	422728	424427	-	supercont10.7 of Neurospora crassa (OR74A)
NCU08395	NCU08395.7	3146239	3147641	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07857	NCU07857.7	1126884	1128609	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04337	NCU04337.7	3731864	3733625	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02433	NCU02433.7	1745975	1748526	-	supercont10.7 of Neurospora crassa (OR74A)
NCU10400	NCU10400.7	1262581	1265743	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09813	NCU09813.7	4135083	4136377	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01753	NCU01753.7	2541879	2544442	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02374	NCU02374.7	1537075	1538812	+	supercont10.7 of Neurospora crassa (OR74A)
NCU09104	NCU09104.7	863464	871441	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09449	NCU09449.7	4023362	4027120	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05483	NCU05483.7	1714661	1716206	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05935	NCU05935.7	3402225	3403847	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06948	NCU06948.7	3382742	3384742	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06088	NCU06088.7	2398666	2399960	-	supercont10.7 of Neurospora crassa (OR74A)
NCU08124	NCU08124.7	809919	811718	+	supercont10.7 of Neurospora crassa (OR74A)
NCU09387	NCU09387.7	3502631	3504624	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03775	NCU03775.7	2374339	2375238	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08153	NCU08153.7	694789	697078	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09589	NCU09589.7	3341998	3342711	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03825	NCU03825.7	2533848	2535420	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09816	NCU09816.7	4145573	4147425	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07789	NCU07789.7	280159	282370	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08303	NCU08303.7	2477231	2481144	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05941	NCU05941.7	3377044	3378772	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08195	NCU08195.7	4613759	4616665	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11673	NCU17054.7	5565115	5566761	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07879	NCU07879.7	1217990	1220266	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00348	NCU00348.7	3537416	3538477	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02795	NCU02795.7	9098042	9099541	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05252	NCU05252.7	5595610	5597147	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08989	NCU08989.7	4145851	4147243	-	supercont10.3 of Neurospora crassa (OR74A)
NCU02265	NCU02265.7	1119142	1122111	-	supercont10.7 of Neurospora crassa (OR74A)
NCU08794	NCU08794.7	5100383	5101897	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08701	NCU08701.7	3733070	3737000	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05209	NCU05209.7	5743949	5745077	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11312	NCU11312.7	1961297	1964217	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11168	NCU00133.7	2737717	2740105	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09096	NCU09096.7	841872	843028	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07037	NCU07037.7	4990346	4991983	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02547	NCU02547.7	2690875	2692271	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08691	NCU08691.7	4082383	4083839	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07021	NCU07021.7	4934719	4937670	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03563	NCU03563.7	215398	217392	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06363	NCU06363.7	2777532	2780112	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00627	NCU00627.7	7772456	7774913	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06430	NCU06430.7	1394605	1396893	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06278	NCU06278.7	2177702	2181836	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07257	NCU07257.7	4603416	4606178	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05290	NCU05290.7	5445332	5446518	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02341	NCU02341.7	1399712	1401092	-	supercont10.7 of Neurospora crassa (OR74A)
